repayment_id,created_at,createdat_id,last_modified_date,last_modified_date_id,amount,batch_ref,loan_number,repayment_status,transaction_narrative,
5287,2025-12-30 17:16:13.274,20251230,2025-12-30 17:16:13.592,20251230,8278,BATCH-MJSO6XVR,2512020006821,PROCESSED,Payment Processed Successfully,
6370,2026-01-27 17:16:20.598,20260127,2026-01-27 17:16:20.929,20260127,2150,BATCH-MKWOJ5S4,2601090008618,PROCESSED,Payment Processed Successfully,
5288,2025-12-30 17:16:13.638,20251230,2025-12-30 17:16:14.107,20251230,4193,BATCH-MJSO6XVR,2512020006827,PROCESSED,Payment Processed Successfully,
5824,2026-01-20 17:33:52.818,20260120,2026-01-20 17:33:53.199,20260120,1290,BATCH-MKMP2MRR,2601050008298,PROCESSED,Payment Processed Successfully,
5289,2025-12-30 17:16:14.158,20251230,2025-12-30 17:16:14.467,20251230,4300,BATCH-MJSO6XVR,2512020006833,PROCESSED,Payment Processed Successfully,
5290,2025-12-30 17:16:14.501,20251230,2025-12-30 17:16:14.762,20251230,14513,BATCH-MJSO6XVR,2512020006839,PROCESSED,Payment Processed Successfully,
5291,2025-12-30 17:16:14.81,20251230,2025-12-30 17:16:15.162,20251230,21500,BATCH-MJSO6XVR,2512020006858,PROCESSED,Payment Processed Successfully,
5825,2026-01-20 17:33:53.245,20260120,2026-01-20 17:33:53.612,20260120,16125,BATCH-MKMP2MRR,2601080008538,PROCESSED,Payment Processed Successfully,
5292,2025-12-30 17:16:15.204,20251230,2025-12-30 17:16:15.559,20251230,17200,BATCH-MJSO6XVR,2512020006861,PROCESSED,Payment Processed Successfully,
5293,2025-12-30 17:16:15.604,20251230,2025-12-30 17:16:16.002,20251230,21500,BATCH-MJSO6XVR,2512020006876,PROCESSED,Payment Processed Successfully,
5294,2025-12-30 17:16:16.053,20251230,2025-12-30 17:16:16.422,20251230,21500,BATCH-MJSO6XVR,2512030006911,PROCESSED,Payment Processed Successfully,
5826,2026-01-20 17:33:53.658,20260120,2026-01-20 17:33:54.04,20260120,8600,BATCH-MKMP2MRR,2601030008139,PROCESSED,Payment Processed Successfully,
5295,2025-12-30 17:16:16.469,20251230,2025-12-30 17:16:16.856,20251230,10750,BATCH-MJSO6XVR,2512030006919,PROCESSED,Payment Processed Successfully,
6371,2026-01-27 17:16:20.993,20260127,2026-01-27 17:16:21.319,20260127,3705,BATCH-MKWOJ5S4,2512310007959,PROCESSED,Payment Processed Successfully,
5827,2026-01-20 17:33:54.083,20260120,2026-01-20 17:33:54.479,20260120,10750,BATCH-MKMP2MRR,2601010008026,PROCESSED,Payment Processed Successfully,
5828,2026-01-20 17:33:54.513,20260120,2026-01-20 17:33:54.81,20260120,4085,BATCH-MKMP2MRR,2512230007674,PROCESSED,Payment Processed Successfully,
7001,2026-01-29 11:27:12.719,20260129,2026-01-29 11:27:13.125,20260129,3118,BATCH-MKZ6WYFI,2601120008799,PROCESSED,Payment Processed Successfully,
5829,2026-01-20 17:33:54.875,20260120,2026-01-20 17:33:55.328,20260120,15339,BATCH-MKMP2MRR,2512300007881,SUCCESS,Payment Processed Successfully,
5830,2026-01-20 17:33:55.386,20260120,2026-01-20 17:33:55.771,20260120,20963,BATCH-MKMP2MRR,2601060008381,PROCESSED,Payment Processed Successfully,
6372,2026-01-27 17:16:21.38,20260127,2026-01-27 17:16:21.706,20260127,9675,BATCH-MKWOJ5S4,2601090008597,PROCESSED,Payment Processed Successfully,
5831,2026-01-20 17:33:55.816,20260120,2026-01-20 17:33:56.174,20260120,3225,BATCH-MKMP2MRR,2601110008752,PROCESSED,Payment Processed Successfully,
6373,2026-01-27 17:16:21.771,20260127,2026-01-27 17:16:22.219,20260127,6450,BATCH-MKWOJ5S4,2512310007958,PROCESSED,Payment Processed Successfully,
8330,2026-03-02 20:24:03.002,20260302,2026-03-02 20:24:04.52,20260302,5698,BATCH-MM9G68VB,2602150010668,PROCESSED,Payment Processed Successfully,
6374,2026-01-27 17:16:22.289,20260127,2026-01-27 17:16:22.655,20260127,3100,BATCH-MKWOJ5S4,2601030008122,PROCESSED,Payment Processed Successfully,
7002,2026-01-29 11:27:13.179,20260129,2026-01-29 11:27:13.666,20260129,4838,BATCH-MKZ6WYFI,2601060008348,PROCESSED,Payment Processed Successfully,
7003,2026-01-29 11:27:13.742,20260129,2026-01-29 11:27:14.228,20260129,3225,BATCH-MKZ6WYFI,2512300007855,PROCESSED,Payment Processed Successfully,
9805,2026-03-25 16:53:13.597,20260325,2026-03-25 16:53:16.38,20260325,5375,BATCH-MN63R7AY,2603080012037,PROCESSED,Payment Processed Successfully,
8331,2026-03-02 20:24:05.207,20260302,2026-03-02 20:24:06.277,20260302,8600,BATCH-MM9G68VB,2601230009364,PROCESSED,Payment Processed Successfully,
12916,2026-05-15 11:21:41.087,20260515,2026-05-15 11:21:41.952,20260515,5305,,2604270015112,PROCESSED,Payment Processed Successfully,
14371,2026-05-26 19:25:13.154,20260526,2026-05-26 19:25:13.602,20260526,1806,BATCH-MPMUJ5XX,2605060015794,PROCESSED,Payment Processed Successfully,
5296,2025-12-30 17:16:16.899,20251230,2025-12-30 17:16:17.251,20251230,9779,BATCH-MJSO6XVR,2512030006950,PROCESSED,Payment Processed Successfully,
5297,2025-12-30 17:16:17.296,20251230,2025-12-30 17:16:17.656,20251230,4488,BATCH-MJSO6XVR,2512040006995,PROCESSED,Payment Processed Successfully,
5298,2025-12-30 17:16:17.702,20251230,2025-12-30 17:16:18.09,20251230,13975,BATCH-MJSO6XVR,2512040007004,PROCESSED,Payment Processed Successfully,
5739,2026-01-15 10:15:47.099,20260115,2026-01-15 10:15:47.599,20260115,2540,,2601020008094,PROCESSED,Payment Processed Successfully,
5299,2025-12-30 17:16:18.141,20251230,2025-12-30 17:16:18.504,20251230,8600,BATCH-MJSO6XVR,2512050007042,PROCESSED,Payment Processed Successfully,
5300,2025-12-30 17:16:18.555,20251230,2025-12-30 17:16:18.93,20251230,21500,BATCH-MJSO6XVR,2512050007043,PROCESSED,Payment Processed Successfully,
5301,2025-12-30 17:16:19.003,20251230,2025-12-30 17:16:19.446,20251230,6988,BATCH-MJSO6XVR,2512060007091,PROCESSED,Payment Processed Successfully,
5740,2026-01-15 11:06:46.29,20260115,2026-01-15 11:06:46.815,20260115,2150,,2601150008949,PROCESSED,Payment Processed Successfully,
5302,2025-12-30 17:16:19.488,20251230,2025-12-30 17:16:19.857,20251230,5375,BATCH-MJSO6XVR,2512070007106,PROCESSED,Payment Processed Successfully,
5303,2025-12-30 17:16:19.901,20251230,2025-12-30 17:16:20.27,20251230,11825,BATCH-MJSO6XVR,2512070007117,PROCESSED,Payment Processed Successfully,
5750,2026-01-16 12:06:58.934,20260116,2026-01-16 12:06:59.369,20260116,1613,,2601010008010,PROCESSED,Payment Processed Successfully,
5304,2025-12-30 17:16:20.329,20251230,2025-12-30 17:16:20.779,20251230,1075,BATCH-MJSO6XVR,2512080007151,PROCESSED,Payment Processed Successfully,
5741,2026-01-15 11:45:36.101,20260115,2026-01-15 11:45:36.487,20260115,6450,,2601010008030,PROCESSED,Payment Processed Successfully,
5305,2025-12-30 17:16:20.824,20251230,2025-12-30 17:16:21.185,20251230,21500,BATCH-MJSO6XVR,2512080007163,PROCESSED,Payment Processed Successfully,
5306,2025-12-30 17:16:21.229,20251230,2025-12-30 17:16:21.702,20251230,3095,BATCH-MJSO6XVR,2512090007195,PROCESSED,Payment Processed Successfully,
5307,2025-12-30 17:16:21.761,20251230,2025-12-30 17:16:22.089,20251230,6235,BATCH-MJSO6XVR,2512110007227,PROCESSED,Payment Processed Successfully,
5742,2026-01-15 12:52:39.165,20260115,2026-01-15 12:52:39.629,20260115,2150,,2601150008956,PROCESSED,Payment Processed Successfully,
5308,2025-12-30 17:16:28.556,20251230,2025-12-30 17:16:28.876,20251230,12900,BATCH-MJSO7IB5,2512050007052,PROCESSED,Payment Processed Successfully,
5758,2026-01-18 15:12:21.315,20260118,2026-01-18 15:12:21.715,20260118,7525,,2601180009093,PROCESSED,Payment Processed Successfully,
5743,2026-01-15 13:18:43.012,20260115,2026-01-15 13:18:43.438,20260115,4085,,2512300007844,PROCESSED,Payment Processed Successfully,
5751,2026-01-16 14:28:55.356,20260116,2026-01-16 14:28:55.891,20260116,6450,,2512200007531,PROCESSED,Payment Processed Successfully,
5744,2026-01-15 17:10:17.226,20260115,2026-01-15 17:10:17.677,20260115,2150,,2601150008969,PROCESSED,Payment Processed Successfully,
5745,2026-01-15 18:26:42.406,20260115,2026-01-15 18:26:42.934,20260115,2219,,2512310007933,PROCESSED,Payment Processed Successfully,
5756,2026-01-17 19:33:52.386,20260117,2026-01-17 19:33:52.89,20260117,5375,,2601080008540,PROCESSED,Payment Processed Successfully,
5746,2026-01-15 20:26:53.676,20260115,2026-01-15 20:26:54.204,20260115,5375,,2601090008592,PROCESSED,Payment Processed Successfully,
5752,2026-01-17 08:55:23.695,20260117,2026-01-17 08:55:24.152,20260117,9011,,2601130008876,PROCESSED,Payment Processed Successfully,
5747,2026-01-16 06:51:59.471,20260116,2026-01-16 06:51:59.904,20260116,2150,,2601150008974,PROCESSED,Payment Processed Successfully,
5748,2026-01-16 10:02:21.229,20260116,2026-01-16 10:02:21.654,20260116,3010,,2512310007954,PROCESSED,Payment Processed Successfully,
5749,2026-01-16 10:57:59.739,20260116,2026-01-16 10:58:00.188,20260116,10750,,2512240007745,PROCESSED,Payment Processed Successfully,
5753,2026-01-17 11:40:54.601,20260117,2026-01-17 11:40:55.02,20260117,1290,,2601140008905,PROCESSED,Payment Processed Successfully,
5754,2026-01-17 12:27:12.606,20260117,2026-01-17 12:27:12.925,20260117,18168,BATCH-MKI3SUAR,2601020008049,PROCESSED,Payment Processed Successfully,
5759,2026-01-18 21:50:51.778,20260118,2026-01-18 21:50:52.236,20260118,19240,,2601170009029,PROCESSED,Payment Processed Successfully,
5755,2026-01-17 12:27:12.996,20260117,2026-01-17 12:27:13.291,20260117,21500,BATCH-MKI3SUAR,2601140008926,PROCESSED,Payment Processed Successfully,
5757,2026-01-18 02:10:11.208,20260118,2026-01-18 02:10:11.664,20260118,6450,,2601170009026,PROCESSED,Payment Processed Successfully,
6375,2026-01-27 17:16:22.742,20260127,2026-01-27 17:16:23.091,20260127,1935,BATCH-MKWOJ5S4,2601030008143,PROCESSED,Payment Processed Successfully,
5760,2026-01-19 12:46:57.522,20260119,2026-01-19 12:46:57.881,20260119,2150,BATCH-MKKZDXW6,2601100008692,PROCESSED,Payment Processed Successfully,
5761,2026-01-19 12:46:57.935,20260119,2026-01-19 12:46:58.224,20260119,7525,BATCH-MKKZDXW6,2601160008979,PROCESSED,Payment Processed Successfully,
5762,2026-01-19 12:46:58.294,20260119,2026-01-19 12:46:58.595,20260119,4623,BATCH-MKKZDXW6,2512180007435,PROCESSED,Payment Processed Successfully,
6376,2026-01-27 17:16:23.127,20260127,2026-01-27 17:16:23.452,20260127,2247,BATCH-MKWOJ5S4,2601120008805,PROCESSED,Payment Processed Successfully,
7004,2026-01-29 11:27:14.283,20260129,2026-01-29 11:27:14.769,20260129,4300,BATCH-MKZ6WYFI,2512170007397,PROCESSED,Payment Processed Successfully,
7380,2026-02-17 16:54:14.989,20260217,2026-02-17 16:54:15.437,20260217,13782,,2601250009450,PROCESSED,Payment Processed Successfully,
7463,2026-02-19 16:04:21.233,20260219,2026-02-19 16:04:21.834,20260219,3225,,2602080010443,PROCESSED,Payment Processed Successfully,
5844,2026-01-20 17:34:02.042,20260120,2026-01-20 17:34:02.422,20260120,21500,BATCH-MKMP2MRR,2601050008289,PROCESSED,Payment Processed Successfully,
6377,2026-01-27 17:16:23.498,20260127,2026-01-27 17:16:23.964,20260127,14693,BATCH-MKWOJ5S4,2512210007554,PROCESSED,Payment Processed Successfully,
5845,2026-01-20 17:34:02.491,20260120,2026-01-20 17:34:02.876,20260120,10482,BATCH-MKMP2MRR,2512180007433,PROCESSED,Payment Processed Successfully,
5846,2026-01-20 17:34:02.923,20260120,2026-01-20 17:34:03.309,20260120,21500,BATCH-MKMP2MRR,2601020008048,PROCESSED,Payment Processed Successfully,
5847,2026-01-20 17:34:03.354,20260120,2026-01-20 17:34:03.967,20260120,5375,BATCH-MKMP2MRR,2601070008459,PROCESSED,Payment Processed Successfully,
6378,2026-01-27 17:16:24.028,20260127,2026-01-27 17:16:24.443,20260127,2150,BATCH-MKWOJ5S4,2512300007852,PROCESSED,Payment Processed Successfully,
5848,2026-01-20 17:34:04.016,20260120,2026-01-20 17:34:04.405,20260120,5375,BATCH-MKMP2MRR,2512300007853,PROCESSED,Payment Processed Successfully,
6544,2026-01-28 17:13:22.645,20260128,2026-01-28 17:13:23.131,20260128,4251,BATCH-MKY3UFA3,2601140008925,PROCESSED,Payment Processed Successfully,
7005,2026-01-29 11:27:14.827,20260129,2026-01-29 11:27:15.311,20260129,5375,BATCH-MKZ6WYFI,2512190007466,PROCESSED,Payment Processed Successfully,
6545,2026-01-28 17:13:23.184,20260128,2026-01-28 17:13:23.658,20260128,4408,BATCH-MKY3UFA3,2601090008588,PROCESSED,Payment Processed Successfully,
6546,2026-01-28 17:13:23.714,20260128,2026-01-28 17:13:24.136,20260128,10750,BATCH-MKY3UFA3,2601010008029,PROCESSED,Payment Processed Successfully,
8332,2026-03-02 20:24:06.827,20260302,2026-03-02 20:24:08.544,20260302,3440,BATCH-MM9G68VB,2601230009376,PROCESSED,Payment Processed Successfully,
6547,2026-01-28 17:13:24.196,20260128,2026-01-28 17:13:24.624,20260128,21500,BATCH-MKY3UFA3,2601130008844,PROCESSED,Payment Processed Successfully,
7006,2026-01-29 11:27:15.407,20260129,2026-01-29 11:27:15.908,20260129,15910,BATCH-MKZ6WYFI,2512190007468,PROCESSED,Payment Processed Successfully,
6548,2026-01-28 17:13:24.679,20260128,2026-01-28 17:13:25.17,20260128,3838,BATCH-MKY3UFA3,2601130008847,PROCESSED,Payment Processed Successfully,
6549,2026-01-28 17:13:25.222,20260128,2026-01-28 17:13:25.74,20260128,1505,BATCH-MKY3UFA3,2601090008587,PROCESSED,Payment Processed Successfully,
6550,2026-01-28 17:13:25.786,20260128,2026-01-28 17:13:26.235,20260128,12900,BATCH-MKY3UFA3,2512210007579,PROCESSED,Payment Processed Successfully,
7007,2026-01-29 11:27:15.96,20260129,2026-01-29 11:27:16.444,20260129,21500,BATCH-MKZ6WYFI,2512290007794,PROCESSED,Payment Processed Successfully,
6551,2026-01-28 17:13:26.285,20260128,2026-01-28 17:13:26.75,20260128,3010,BATCH-MKY3UFA3,2601180009069,PROCESSED,Payment Processed Successfully,
6552,2026-01-28 17:13:26.802,20260128,2026-01-28 17:13:27.294,20260128,1226,BATCH-MKY3UFA3,2601100008670,PROCESSED,Payment Processed Successfully,
9806,2026-03-25 16:53:17.065,20260325,2026-03-25 16:53:19.429,20260325,3763,BATCH-MN63R7AY,2602270011233,PROCESSED,Payment Processed Successfully,
6553,2026-01-28 17:13:27.35,20260128,2026-01-28 17:13:27.832,20260128,1255,BATCH-MKY3UFA3,2512230007664,PROCESSED,Payment Processed Successfully,
7008,2026-01-29 11:27:16.497,20260129,2026-01-29 11:27:17.008,20260129,8170,BATCH-MKZ6WYFI,2601080008504,PROCESSED,Payment Processed Successfully,
6554,2026-01-28 17:13:27.883,20260128,2026-01-28 17:13:28.348,20260128,3440,BATCH-MKY3UFA3,2601080008545,PROCESSED,Payment Processed Successfully,
6555,2026-01-28 17:13:28.402,20260128,2026-01-28 17:13:28.873,20260128,1398,BATCH-MKY3UFA3,2512250007762,PROCESSED,Payment Processed Successfully,
8333,2026-03-02 20:24:08.882,20260302,2026-03-02 20:24:10.234,20260302,1613,BATCH-MM9G68VB,2602020009982,PROCESSED,Payment Processed Successfully,
6556,2026-01-28 17:13:28.925,20260128,2026-01-28 17:13:29.4,20260128,3440,BATCH-MKY3UFA3,2601070008428,PROCESSED,Payment Processed Successfully,
7009,2026-01-29 11:27:17.078,20260129,2026-01-29 11:27:17.568,20260129,7525,BATCH-MKZ6WYFI,2601120008812,PROCESSED,Payment Processed Successfully,
6557,2026-01-28 17:13:29.452,20260128,2026-01-28 17:13:29.966,20260128,2834,BATCH-MKY3UFA3,2601080008575,PROCESSED,Payment Processed Successfully,
7010,2026-01-29 11:27:17.621,20260129,2026-01-29 11:27:18.146,20260129,1613,BATCH-MKZ6WYFI,2601040008216,PROCESSED,Payment Processed Successfully,
7011,2026-01-29 11:27:18.222,20260129,2026-01-29 11:27:18.684,20260129,16125,BATCH-MKZ6WYFI,2601020008063,PROCESSED,Payment Processed Successfully,
8334,2026-03-02 20:24:11.189,20260302,2026-03-02 20:24:11.832,20260302,1324,BATCH-MM9G68VB,2601280009659,PROCESSED,Payment Processed Successfully,
7012,2026-01-29 11:27:18.732,20260129,2026-01-29 11:27:19.238,20260129,2780,BATCH-MKZ6WYFI,2601160008985,PROCESSED,Payment Processed Successfully,
8335,2026-03-02 20:24:12.396,20260302,2026-03-02 20:24:14.17,20260302,2043,BATCH-MM9G68VB,2601280009590,PROCESSED,Payment Processed Successfully,
9807,2026-03-25 16:53:19.476,20260325,2026-03-25 16:53:21.805,20260325,3225,BATCH-MN63R7AY,2602260011164,PROCESSED,Payment Processed Successfully,
12917,2026-05-15 11:42:32.871,20260515,2026-05-15 11:42:33.481,20260515,2150,,2604230014403,PROCESSED,Payment Processed Successfully,
9808,2026-03-25 16:53:22.533,20260325,2026-03-25 16:53:24.507,20260325,8600,BATCH-MN63R7AY,2602250011127,PROCESSED,Payment Processed Successfully,
14372,2026-05-26 19:25:13.64,20260526,2026-05-26 19:25:14.17,20260526,6633,BATCH-MPMUJ5XX,2604250014699,PROCESSED,Payment Processed Successfully,
17090,2026-06-26 14:35:48.725,20260626,2026-06-26 14:35:49.208,20260626,3225,,2606260020134,PROCESSED,Payment Processed Successfully,
5849,2026-01-20 17:34:27.869,20260120,2026-01-20 17:34:28.251,20260120,12900,BATCH-MKMP3J34,2601130008849,PROCESSED,Payment Processed Successfully,
5850,2026-01-20 17:34:28.317,20260120,2026-01-20 17:34:28.687,20260120,2688,BATCH-MKMP3J34,2601130008837,PROCESSED,Payment Processed Successfully,
5864,2026-01-21 11:32:38.545,20260121,2026-01-21 11:32:38.93,20260121,3225,BATCH-MKNRM2OV,2601060008375,PROCESSED,Payment Processed Successfully,
5851,2026-01-20 17:34:28.772,20260120,2026-01-20 17:34:29.1,20260120,21285,BATCH-MKMP3J34,2601110008768,PROCESSED,Payment Processed Successfully,
5852,2026-01-21 11:01:12.63,20260121,2026-01-21 11:01:13.096,20260121,4300,BATCH-MKNQHNJ8,2601140008932,PROCESSED,Payment Processed Successfully,
5853,2026-01-21 11:01:13.212,20260121,2026-01-21 11:01:13.49,20260121,5590,BATCH-MKNQHNJ8,2601020008068,PROCESSED,Payment Processed Successfully,
5865,2026-01-21 11:32:39.018,20260121,2026-01-21 11:32:39.331,20260121,21500,BATCH-MKNRM2OV,2601110008735,PROCESSED,Payment Processed Successfully,
5854,2026-01-21 11:01:13.554,20260121,2026-01-21 11:01:13.923,20260121,3333,BATCH-MKNQHNJ8,2601020008042,PROCESSED,Payment Processed Successfully,
5855,2026-01-21 11:01:13.996,20260121,2026-01-21 11:01:14.273,20260121,3655,BATCH-MKNQHNJ8,2601190009119,PROCESSED,Payment Processed Successfully,
6379,2026-01-27 18:21:19.497,20260127,2026-01-27 18:21:19.939,20260127,3225,,2601240009393,PROCESSED,Payment Processed Successfully,
5856,2026-01-21 11:01:14.318,20260121,2026-01-21 11:01:14.599,20260121,7848,BATCH-MKNQHNJ8,2601020008036,PROCESSED,Payment Processed Successfully,
5866,2026-01-21 11:32:39.408,20260121,2026-01-21 11:32:39.744,20260121,21500,BATCH-MKNRM2OV,2601140008899,PROCESSED,Payment Processed Successfully,
5857,2026-01-21 11:01:14.664,20260121,2026-01-21 11:01:15.014,20260121,7525,BATCH-MKNQHNJ8,2512230007679,PROCESSED,Payment Processed Successfully,
5858,2026-01-21 11:01:15.078,20260121,2026-01-21 11:01:15.436,20260121,1075,BATCH-MKNQHNJ8,2601100008686,PROCESSED,Payment Processed Successfully,
5859,2026-01-21 11:01:15.496,20260121,2026-01-21 11:01:15.869,20260121,3225,BATCH-MKNQHNJ8,2601170009034,PROCESSED,Payment Processed Successfully,
5867,2026-01-21 11:32:39.818,20260121,2026-01-21 11:32:40.132,20260121,21500,BATCH-MKNRM2OV,2601080008542,PROCESSED,Payment Processed Successfully,
5860,2026-01-21 11:01:15.938,20260121,2026-01-21 11:01:16.282,20260121,2580,BATCH-MKNQHNJ8,2512300007909,PROCESSED,Payment Processed Successfully,
5861,2026-01-21 11:01:16.325,20260121,2026-01-21 11:01:16.642,20260121,21227,BATCH-MKNQHNJ8,2512230007659,PROCESSED,Payment Processed Successfully,
5862,2026-01-21 11:01:16.682,20260121,2026-01-21 11:01:17.025,20260121,6450,BATCH-MKNQHNJ8,2601060008391,PROCESSED,Payment Processed Successfully,
5868,2026-01-21 11:32:40.201,20260121,2026-01-21 11:32:40.532,20260121,10750,BATCH-MKNRM2OV,2601120008778,PROCESSED,Payment Processed Successfully,
5863,2026-01-21 11:01:17.068,20260121,2026-01-21 11:01:17.426,20260121,5375,BATCH-MKNQHNJ8,2601090008584,PROCESSED,Payment Processed Successfully,
6380,2026-01-27 19:43:49.237,20260127,2026-01-27 19:43:49.851,20260127,1075,,2601270009537,PROCESSED,Payment Processed Successfully,
5869,2026-01-21 11:32:40.593,20260121,2026-01-21 11:32:40.903,20260121,21500,BATCH-MKNRM2OV,2601040008203,PROCESSED,Payment Processed Successfully,
5870,2026-01-21 11:32:40.962,20260121,2026-01-21 11:32:41.292,20260121,9846,BATCH-MKNRM2OV,2601020008039,PROCESSED,Payment Processed Successfully,
6384,2026-01-27 23:25:52.525,20260127,2026-01-27 23:25:53.11,20260127,7525,,2601250009441,PROCESSED,Payment Processed Successfully,
5871,2026-01-21 11:32:41.354,20260121,2026-01-21 11:32:41.697,20260121,9460,BATCH-MKNRM2OV,2512230007656,PROCESSED,Payment Processed Successfully,
6381,2026-01-27 20:41:49.124,20260127,2026-01-27 20:41:49.581,20260127,1388,,2601230009314,PROCESSED,Payment Processed Successfully,
5872,2026-01-21 11:32:41.755,20260121,2026-01-21 11:32:42.372,20260121,7525,BATCH-MKNRM2OV,2512190007474,PROCESSED,Payment Processed Successfully,
5873,2026-01-21 11:32:42.483,20260121,2026-01-21 11:32:42.821,20260121,16125,BATCH-MKNRM2OV,2512240007740,PROCESSED,Payment Processed Successfully,
6382,2026-01-27 21:40:25.074,20260127,2026-01-27 21:40:25.507,20260127,5375,,2601230009367,PROCESSED,Payment Processed Successfully,
6386,2026-01-28 07:13:41.04,20260128,2026-01-28 07:13:41.358,20260128,1278,BATCH-MKXIG06X,2601140008889,PROCESSED,Payment Processed Successfully,
6383,2026-01-27 23:10:33.504,20260127,2026-01-27 23:10:33.925,20260127,5104,,2601200009165,PROCESSED,Payment Processed Successfully,
7013,2026-01-29 11:27:19.293,20260129,2026-01-29 11:27:19.903,20260129,9030,BATCH-MKZ6WYFI,2601030008151,PROCESSED,Payment Processed Successfully,
6385,2026-01-28 07:13:40.582,20260128,2026-01-28 07:13:40.954,20260128,4300,BATCH-MKXIG06X,2601050008259,PROCESSED,Payment Processed Successfully,
6387,2026-01-28 07:13:41.439,20260128,2026-01-28 07:13:41.741,20260128,21500,BATCH-MKXIG06X,2601050008247,PROCESSED,Payment Processed Successfully,
7014,2026-01-29 11:27:19.949,20260129,2026-01-29 11:27:20.416,20260129,2263,BATCH-MKZ6WYFI,2601140008930,PROCESSED,Payment Processed Successfully,
8336,2026-03-02 20:24:15.805,20260302,2026-03-02 20:24:18.004,20260302,19888,BATCH-MM9G68VB,2602180010748,PROCESSED,Payment Processed Successfully,
7381,2026-02-18 01:39:21.789,20260218,2026-02-18 01:39:22.373,20260218,16125,,2601280009577,PROCESSED,Payment Processed Successfully,
7382,2026-02-18 14:40:41.35,20260218,2026-02-18 14:40:41.82,20260218,4300,,2602180010768,PROCESSED,Payment Processed Successfully,
7383,2026-02-18 15:20:53.745,20260218,2026-02-18 15:20:54.212,20260218,21500,,2602020009925,PROCESSED,Payment Processed Successfully,
5874,2026-01-21 11:32:42.855,20260121,2026-01-21 11:32:43.161,20260121,1613,BATCH-MKNRM2OV,2512200007523,PROCESSED,Payment Processed Successfully,
5896,2026-01-23 07:10:03.011,20260123,2026-01-23 07:10:03.353,20260123,21500,BATCH-MKQD4185,2601061002302,PROCESSED,Payment Processed Successfully,
5875,2026-01-21 11:32:43.228,20260121,2026-01-21 11:32:43.619,20260121,4515,BATCH-MKNRM2OV,2601030008137,PROCESSED,Payment Processed Successfully,
5889,2026-01-23 07:09:27.695,20260123,2026-01-23 07:09:28.099,20260123,2559,BATCH-MKQD3AVA,2512180007445,PROCESSED,Payment Processed Successfully,
5876,2026-01-21 11:32:43.662,20260121,2026-01-21 11:32:44.072,20260121,1613,BATCH-MKNRM2OV,2601020008099,PROCESSED,Payment Processed Successfully,
5877,2026-01-21 11:32:44.123,20260121,2026-01-21 11:32:44.579,20260121,8600,BATCH-MKNRM2OV,2601140008924,PROCESSED,Payment Processed Successfully,
5904,2026-01-23 07:11:16.479,20260123,2026-01-23 07:11:16.753,20260123,21500,BATCH-MKQD5NAP,2512200007552,PROCESSED,Payment Processed Successfully,
5878,2026-01-21 11:32:44.623,20260121,2026-01-21 11:32:45.021,20260121,8600,BATCH-MKNRM2OV,2512300007845,PROCESSED,Payment Processed Successfully,
5890,2026-01-23 07:10:00.727,20260123,2026-01-23 07:10:01.041,20260123,5375,BATCH-MKQD4185,2512220007643,PROCESSED,Payment Processed Successfully,
5879,2026-01-21 13:01:16.446,20260121,2026-01-21 13:01:16.839,20260121,21500,BATCH-MKNUS200,2601090008654,PROCESSED,Payment Processed Successfully,
5880,2026-01-21 13:01:16.914,20260121,2026-01-21 13:01:17.186,20260121,21500,BATCH-MKNUS200,2512290007803,PROCESSED,Payment Processed Successfully,
5898,2026-01-23 07:10:30.833,20260123,2026-01-23 07:10:31.138,20260123,5375,BATCH-MKQD4O4B,2512300007841,PROCESSED,Payment Processed Successfully,
5881,2026-01-21 13:01:17.259,20260121,2026-01-21 13:01:17.632,20260121,3741,BATCH-MKNUS200,2512300007889,PROCESSED,Payment Processed Successfully,
5891,2026-01-23 07:10:01.098,20260123,2026-01-23 07:10:01.357,20260123,16878,BATCH-MKQD4185,2512230007693,PROCESSED,Payment Processed Successfully,
5882,2026-01-21 13:01:17.713,20260121,2026-01-21 13:01:17.941,20260121,7114,BATCH-MKNUS200,2512240007729,PROCESSED,Payment Processed Successfully,
5883,2026-01-21 13:01:17.994,20260121,2026-01-21 13:01:18.269,20260121,21500,BATCH-MKNUS200,2601090008611,PROCESSED,Payment Processed Successfully,
5884,2026-01-21 13:01:18.331,20260121,2026-01-21 13:01:18.657,20260121,2266,BATCH-MKNUS200,2512310007937,PROCESSED,Payment Processed Successfully,
5892,2026-01-23 07:10:01.409,20260123,2026-01-23 07:10:01.741,20260123,6020,BATCH-MKQD4185,2601020008101,PROCESSED,Payment Processed Successfully,
5885,2026-01-21 13:01:18.74,20260121,2026-01-21 13:01:19.057,20260121,8261,BATCH-MKNUS200,2601100008710,PROCESSED,Payment Processed Successfully,
5886,2026-01-21 13:01:19.118,20260121,2026-01-21 13:01:19.458,20260121,3063,BATCH-MKNUS200,2601030008162,PROCESSED,Payment Processed Successfully,
5887,2026-01-23 07:09:26.578,20260123,2026-01-23 07:09:27.009,20260123,2161,BATCH-MKQD3AVA,2512300007885,PROCESSED,Payment Processed Successfully,
5902,2026-01-23 07:10:49.212,20260123,2026-01-23 07:10:49.558,20260123,5698,BATCH-MKQD52CI,2512200007516,PROCESSED,Payment Processed Successfully,
