loan_number,customer_id,created_at,createdat_id,last_modified_date,last_modified_date_id,application_state,credit_limit,disbursable_amount,is_top_up,loan_amount,commencement_date,commencement_date_id,due_date,due_date_id,request_balance
2607270023010,MFS00011495,2026-07-27 12:22:28.166,20260727,2026-07-27 12:25:08.839,20260727,PROCESSED,12300.00,7968.00,f,8700.00,2026-07-27,20260727,2026-09-25 12:25:07.989,20260925,10006.00
2607270023012,MFS00016438,2026-07-27 12:24:20.761,20260727,2026-07-27 12:57:32.705,20260727,PROCESSED,48700.00,30684.00,f,33500.00,2026-07-27,20260727,2026-09-25 12:57:31.816,20260925,38526.00
2607300023765,MFS00015347,2026-07-30 13:59:48.054,20260730,2026-07-30 14:04:48.362,20260730,PROCESSED,58500.00,16945.00,f,18500.00,2026-07-30,20260730,2026-08-25 14:04:47.749,20260825,19888.00
2607270023009,MFS00015919,2026-07-27 12:22:27.842,20260727,2026-07-27 12:23:09.161,20260727,PROCESSED,48700.00,31600.00,f,34500.00,2026-07-27,20260727,2026-09-25 12:23:07.927,20260925,39676.00
2607300023771,MFS00012182,2026-07-30 14:14:06.225,20260730,2026-07-30 14:14:32.07,20260730,PROCESSED,51500.00,32975.00,f,36000.00,2026-07-30,20260730,2026-09-25 14:14:31.653,20260925,41400.00
2607270023011,MFS00015421,2026-07-27 12:22:58.144,20260727,2026-07-27 12:25:45.27,20260727,PROCESSED,48700.00,31600.00,f,34500.00,2026-07-27,20260727,2026-09-25 12:25:44.395,20260925,39676.00
2607270023013,MFS00016850,2026-07-27 12:25:23.948,20260727,2026-07-27 12:28:21.115,20260727,PROCESSED,35300.00,22899.00,f,25000.00,2026-07-27,20260727,2026-09-25 12:28:20.23,20260925,28750.00
2607300023770,MFS00010434,2026-07-30 14:12:27.756,20260730,2026-07-30 14:14:47.263,20260730,PROCESSED,17000.00,4121.00,f,4500.00,2026-07-30,20260730,2026-08-25 14:14:46.964,20260825,4838.00
2607300023766,MFS00016089,2026-07-30 14:03:21.072,20260730,2026-07-30 14:05:48.651,20260730,PROCESSED,58500.00,16029.00,f,17500.00,2026-07-30,20260730,2026-08-25 14:05:48.397,20260825,18813.00
2607300023767,MFS00009059,2026-07-30 14:05:12.021,20260730,2026-07-30 14:07:11.878,20260730,PROCESSED,48800.00,31326.00,f,34200.00,2026-07-30,20260730,2026-09-25 14:07:11.325,20260925,39330.00
2607300023768,MFS00016331,2026-07-30 14:11:36.464,20260730,2026-07-30 14:12:38.407,20260730,PROCESSED,58500.00,18319.00,f,20000.00,2026-07-30,20260730,2026-09-25 14:12:37.975,20260925,23000.00
2607300023772,MFS00003464,2026-07-30 14:15:21.973,20260730,2026-07-30 14:17:32.678,20260730,PROCESSED,4300.00,2747.00,f,3000.00,2026-07-30,20260730,2026-09-25 14:17:32.142,20260925,3450.00
2607300023773,MFS00016580,2026-07-30 14:18:20.634,20260730,2026-07-30 14:19:41.654,20260730,PROCESSED,23900.00,1648.00,f,1800.00,2026-07-30,20260730,2026-08-25 14:19:41.29,20260825,1935.00
2607300023774,MFS00017242,2026-07-30 14:24:29.725,20260730,2026-07-30 14:25:08.718,20260730,PROCESSED,58500.00,18319.00,f,20000.00,2026-07-30,20260730,2026-09-25 14:25:08.148,20260925,23000.00
2605260017074,MFS00009158,2026-05-26 17:59:58.29,20260526,2026-05-26 18:05:24.06,20260526,PROCESSED,4007.00,2289.00,f,2500.00,2026-05-26,20260526,2026-06-25 18:05:22.836,20260625,2688.00
2605260017062,MFS00015505,2026-05-26 17:55:27.604,20260526,2026-05-26 18:03:56.199,20260526,PROCESSED,12135.00,10991.00,f,12000.00,2026-05-26,20260526,2026-06-25 18:03:55.173,20260625,12900.00
2605260017083,MFS00015883,2026-05-26 18:04:56.253,20260526,2026-05-26 18:07:06.708,20260526,PROCESSED,5700.00,5220.00,f,5700.00,2026-05-26,20260526,2026-06-25 18:07:05.495,20260625,6128.00
2605260017070,MFS00015899,2026-05-26 17:57:33.622,20260526,2026-05-26 18:03:25.347,20260526,PROCESSED,15700.00,14242.00,f,15550.00,2026-05-26,20260526,2026-06-25 18:03:24.057,20260625,16717.00
2605260017080,MFS00015462,2026-05-26 18:01:29.821,20260526,2026-05-26 18:10:41.451,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:10:40.374,20260625,19888.00
2605260017061,MFS00007753,2026-05-26 17:55:16.371,20260526,2026-05-26 18:06:12.642,20260526,PROCESSED,14190.00,12365.00,f,13500.00,2026-05-26,20260526,2026-06-25 18:06:11.422,20260625,14513.00
2605260017060,MFS00015753,2026-05-26 17:55:07.457,20260526,2026-05-26 18:03:28.901,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:03:27.521,20260625,19888.00
2605260017085,MFS00016015,2026-05-26 18:05:33.249,20260526,2026-05-26 18:12:11.034,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:12:09.517,20260625,19888.00
2605260017064,MFS00015087,2026-05-26 17:55:37.665,20260526,2026-05-26 18:04:09.584,20260526,PROCESSED,8373.00,7602.00,f,8300.00,2026-05-26,20260526,2026-06-25 18:04:08.786,20260625,8923.00
2605260017081,MFS00006506,2026-05-26 18:03:11.443,20260526,2026-05-26 18:11:43.357,20260526,PROCESSED,20000.00,18319.00,f,20000.00,2026-05-26,20260526,2026-06-25 18:11:42.488,20260625,21500.00
2605260017075,MFS00008822,2026-05-26 18:00:08.421,20260526,2026-05-26 18:07:27.071,20260526,PROCESSED,12309.00,11274.00,f,12309.00,2026-05-26,20260526,2026-06-25 18:07:26.056,20260625,13233.00
2605260017077,MFS00015749,2026-05-26 18:00:26.877,20260526,2026-05-26 18:12:10.983,20260526,PROCESSED,18500.00,16487.00,f,18000.00,2026-05-26,20260526,2026-06-25 18:12:09.413,20260625,19350.00
2605260017066,MFS00008532,2026-05-26 17:57:09.745,20260526,2026-05-26 18:04:12.495,20260526,PROCESSED,9001.00,3052.00,f,3333.00,2026-05-26,20260526,2026-06-25 18:04:11.223,20260625,3583.00
2605260017069,MFS00015422,2026-05-26 17:57:29.648,20260526,2026-05-26 18:04:31.948,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:04:30.582,20260625,19888.00
2605260017065,MFS00016250,2026-05-26 17:55:46.348,20260526,2026-05-26 18:04:37.699,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:04:36.344,20260625,19888.00
2605260017073,MFS00015733,2026-05-26 17:59:44.037,20260526,2026-05-26 18:05:31.784,20260526,PROCESSED,3135.00,2870.00,f,3135.00,2026-05-26,20260526,2026-06-25 18:05:29.809,20260625,3371.00
2605260017063,MFS00008356,2026-05-26 17:55:29.22,20260526,2026-05-26 18:05:36.766,20260526,PROCESSED,10054.00,9159.00,f,10000.00,2026-05-26,20260526,2026-06-25 18:05:35.78,20260625,10750.00
2605260017059,MFS00013233,2026-05-26 17:53:46.05,20260526,2026-05-26 18:04:51.916,20260526,PROCESSED,9479.00,8681.00,f,9479.00,2026-05-26,20260526,2026-06-25 18:04:50.396,20260625,10190.00
2605260017068,MFS00008224,2026-05-26 17:57:16.626,20260526,2026-05-26 18:05:44.122,20260526,PROCESSED,1985.00,1813.00,f,1980.00,2026-05-26,20260526,2026-06-25 18:05:42.518,20260625,2129.00
2605260017078,MFS00015709,2026-05-26 18:01:03.884,20260526,2026-05-26 18:06:26.612,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:06:25.503,20260625,19888.00
2605260017071,MFS00015995,2026-05-26 17:58:46.23,20260526,2026-05-26 18:07:09.298,20260526,PROCESSED,16835.00,15420.00,f,16835.00,2026-05-26,20260526,2026-06-25 18:07:08.694,20260625,18098.00
2605260017072,MFS00015594,2026-05-26 17:59:19.767,20260526,2026-05-26 18:07:31.636,20260526,PROCESSED,3135.00,2870.00,f,3135.00,2026-05-26,20260526,2026-06-25 18:07:30.495,20260625,3371.00
2605260017079,MFS00015497,2026-05-26 18:01:05.624,20260526,2026-05-26 18:08:14.685,20260526,PROCESSED,18500.00,6411.00,f,7000.00,2026-05-26,20260526,2026-06-25 18:08:13.605,20260625,7525.00
2605260017084,MFS00014954,2026-05-26 18:05:04.618,20260526,2026-05-26 18:08:16.48,20260526,PROCESSED,16170.00,14655.00,f,16000.00,2026-05-26,20260526,2026-06-25 18:08:15.516,20260625,17200.00
2605260017067,MFS00015837,2026-05-26 17:57:15.591,20260526,2026-05-26 18:10:21.079,20260526,PROCESSED,14635.00,9159.00,f,10000.00,2026-05-26,20260526,2026-06-25 18:10:20.084,20260625,10750.00
2605260017082,MFS00015902,2026-05-26 18:04:50.473,20260526,2026-05-26 18:12:45.38,20260526,PROCESSED,5747.00,5220.00,f,5700.00,2026-05-26,20260526,2026-06-25 18:12:44.124,20260625,6128.00
2605260017086,MFS00016253,2026-05-26 18:07:32.586,20260526,2026-05-26 18:12:55.908,20260526,PROCESSED,20000.00,18319.00,f,20000.00,2026-05-26,20260526,2026-06-25 18:12:54.948,20260625,21500.00
2605260017076,MFS00007090,2026-05-26 18:00:18.29,20260526,2026-05-26 19:14:52.31,20260526,PROCESSED,8657.00,7785.00,f,8500.00,2026-05-26,20260526,2026-06-25 19:14:51.161,20260625,9138.00
2607100021823,MFS00011538,2026-07-10 10:25:44.699,20260710,2026-07-10 10:29:46.9,20260710,PROCESSED,15249.00,4579.00,f,5000.00,2026-07-10,20260710,2026-07-25 10:29:45.773,20260725,5375.00
2605260017087,MFS00009315,2026-05-26 18:09:37.621,20260526,2026-05-26 18:12:15.369,20260526,PROCESSED,20000.00,18319.00,f,20000.00,2026-05-26,20260526,2026-06-25 18:12:14.171,20260625,21500.00
2606030018239,MFS00005475,2026-06-03 15:45:50.019,20260603,2026-06-03 15:47:44.861,20260603,PROCESSED,16991.00,15563.00,f,16991.00,2026-06-03,20260603,2026-06-25 15:47:43.365,20260625,18266.00
2606260020498,MFS00016095,2026-06-26 20:22:40.946,20260626,2026-06-26 20:23:56.266,20260626,PROCESSED,55500.00,16945.00,f,18500.00,2026-06-26,20260626,2026-07-25 20:23:55.542,20260725,19888.00
2607270023014,MFS00016197,2026-07-27 12:25:24.316,20260727,2026-07-27 12:27:46.638,20260727,PROCESSED,48700.00,31600.00,f,34500.00,2026-07-27,20260727,2026-09-25 12:27:45.808,20260925,39676.00
2607100021824,MFS00016937,2026-07-10 10:25:52.348,20260710,2026-07-10 10:32:33.447,20260710,PROCESSED,48700.00,9159.00,f,10000.00,2026-07-10,20260710,2026-08-25 10:32:32.602,20260825,11500.00
2607100021828,MFS00017451,2026-07-10 11:46:28.255,20260710,2026-07-10 11:49:21.601,20260710,PROCESSED,55500.00,16945.00,f,18500.00,2026-07-10,20260710,2026-07-25 11:49:20.377,20260725,19888.00
2607100021827,MFS00014830,2026-07-10 11:21:13.698,20260710,2026-07-10 11:22:32.152,20260710,PROCESSED,4000.00,2564.00,f,2800.00,2026-07-10,20260710,2026-08-25 11:22:31.389,20260825,3220.00
2607300023775,MFS00012414,2026-07-30 14:24:43.313,20260730,2026-07-30 14:27:11.997,20260730,PROCESSED,36800.00,23540.00,f,25700.00,2026-07-30,20260730,2026-09-25 14:27:11.734,20260925,29556.00
2607100021822,MFS00014211,2026-07-10 10:04:55.748,20260710,2026-07-10 10:09:53.504,20260710,PROCESSED,11500.00,4579.00,f,5000.00,2026-07-10,20260710,2026-08-25 10:09:52.635,20260825,5750.00
2607100021829,MFS00017452,2026-07-10 11:48:18.086,20260710,2026-07-10 11:51:40.6,20260710,PROCESSED,48700.00,4579.00,f,5000.00,2026-07-10,20260710,2026-07-25 11:51:39.441,20260725,5375.00
2607100021834,MFS00004706,2026-07-10 13:02:09.034,20260710,2026-07-10 13:04:09.379,20260710,PROCESSED,25200.00,8701.00,f,9500.00,2026-07-10,20260710,2026-07-25 13:04:08.233,20260725,10213.00
2607100021839,MFS00015980,2026-07-10 13:43:57.588,20260710,2026-07-10 13:44:55.448,20260710,PROCESSED,55500.00,5037.00,f,5500.00,2026-07-10,20260710,2026-07-25 13:44:54.401,20260725,5913.00
2607100021840,MFS00002092,2026-07-10 14:15:42.461,20260710,2026-07-10 14:16:04.642,20260710,PROCESSED,28245.00,3663.00,f,4000.00,2026-07-10,20260710,2026-07-25 14:16:03.384,20260725,4300.00
2607100021825,MFS00015965,2026-07-10 10:57:59.534,20260710,2026-07-10 11:03:54.356,20260710,PROCESSED,48700.00,2015.00,f,2200.00,2026-07-10,20260710,2026-07-25 11:03:53.045,20260725,2365.00
2607100021831,MFS00008509,2026-07-10 12:24:15.305,20260710,2026-07-10 12:24:53.971,20260710,PROCESSED,60000.00,2289.00,f,2500.00,2026-07-10,20260710,2026-07-25 12:24:52.755,20260725,2688.00
2607100021837,MFS00009258,2026-07-10 13:38:26.958,20260710,2026-07-10 13:46:09.514,20260710,PROCESSED,12400.00,3663.00,f,4000.00,2026-07-10,20260710,2026-07-25 13:46:08.371,20260725,4300.00
2607100021833,MFS00017135,2026-07-10 12:51:34.392,20260710,2026-07-10 12:53:47.078,20260710,PROCESSED,48700.00,5495.00,f,6000.00,2026-07-10,20260710,2026-07-25 12:53:46.056,20260725,6450.00
2607100021830,MFS00008124,2026-07-10 12:13:54.592,20260710,2026-07-10 12:15:24.754,20260710,PROCESSED,9900.00,1831.00,f,2000.00,2026-07-10,20260710,2026-07-25 12:15:23.185,20260725,2150.00
2607100021832,MFS00011857,2026-07-10 12:34:42.745,20260710,2026-07-10 12:39:47.123,20260710,PROCESSED,18800.00,5495.00,f,6000.00,2026-07-10,20260710,2026-08-25 12:39:46.213,20260825,6900.00
2607100021835,MFS00016684,2026-07-10 13:13:00.191,20260710,2026-07-10 13:14:32.057,20260710,PROCESSED,48700.00,5037.00,f,5500.00,2026-07-10,20260710,2026-07-25 13:14:30.897,20260725,5913.00
2607100021841,MFS00015520,2026-07-10 14:24:44.185,20260710,2026-07-10 22:36:40.041,20260710,PROCESSED,48700.00,11907.00,f,13000.00,2026-07-10,20260710,2026-07-25 22:36:38.356,20260725,13975.00
2607100021838,MFS00005797,2026-07-10 13:39:46.082,20260710,2026-07-10 13:41:44.663,20260710,PROCESSED,38500.00,4579.00,f,5000.00,2026-07-10,20260710,2026-07-25 13:41:43.07,20260725,5375.00
2607100021844,MFS00006882,2026-07-10 14:44:51.472,20260710,2026-07-10 14:47:48.564,20260710,PROCESSED,48700.00,5037.00,f,5500.00,2026-07-10,20260710,2026-07-25 14:47:46.964,20260725,5913.00
2607100021836,MFS00010265,2026-07-10 13:27:46.443,20260710,2026-07-10 13:44:10.416,20260710,PROCESSED,20100.00,4579.00,f,5000.00,2026-07-10,20260710,2026-07-25 13:44:09.259,20260725,5375.00
2607100021842,MFS00011089,2026-07-10 14:42:53.524,20260710,2026-07-10 14:44:15.973,20260710,PROCESSED,8300.00,5403.00,f,5900.00,2026-07-10,20260710,2026-08-25 14:44:14.788,20260825,6786.00
2607100021826,MFS00010339,2026-07-10 11:00:19.47,20260710,2026-07-11 18:26:40.747,20260711,EXPIRED,27000.00,17586.00,f,19200.00,2026-07-10,20260710,,,NaN
2607100021843,MFS00013443,2026-07-10 14:43:10.657,20260710,2026-07-10 14:46:44.511,20260710,PROCESSED,15800.00,5495.00,f,6000.00,2026-07-10,20260710,2026-07-25 14:46:43.22,20260725,6450.00
2605260017096,MFS00015908,2026-05-26 18:17:13.26,20260526,2026-05-26 18:24:01.949,20260526,PROCESSED,5700.00,5220.00,f,5700.00,2026-05-26,20260526,2026-06-25 18:24:01.126,20260625,6128.00
2605260017090,MFS00012468,2026-05-26 18:12:03.39,20260526,2026-05-26 18:16:14.929,20260526,PROCESSED,1118.00,1007.00,f,1100.00,2026-05-26,20260526,2026-06-25 18:16:13.749,20260625,1183.00
2605260017092,MFS00011787,2026-05-26 18:14:03.379,20260526,2026-05-26 18:16:16.078,20260526,PROCESSED,18500.00,14655.00,f,16000.00,2026-05-26,20260526,2026-06-25 18:16:14.97,20260625,17200.00
2605260017093,MFS00015340,2026-05-26 18:14:36.734,20260526,2026-05-26 18:16:26.501,20260526,PROCESSED,18500.00,16945.00,f,-18500.00,2026-05-26,20260526,2026-06-25 18:16:25.273,20260625,19888.00
2605260017106,MFS00015324,2026-05-26 18:24:48.88,20260526,2026-05-26 18:26:36.267,20260526,PROCESSED,2700.00,2472.00,f,2700.00,2026-05-26,20260526,2026-06-25 18:26:35.276,20260625,2903.00
2605260017091,MFS00012620,2026-05-26 18:13:57.788,20260526,2026-05-26 18:18:19.02,20260526,PROCESSED,4706.00,4304.00,f,4700.00,2026-05-26,20260526,2026-06-25 18:18:18.151,20260625,5053.00
2605260017094,MFS00015689,2026-05-26 18:14:47.693,20260526,2026-05-26 18:18:55.594,20260526,PROCESSED,4635.00,4213.00,f,4600.00,2026-05-26,20260526,2026-06-25 18:18:54.434,20260625,4945.00
2605260017107,MFS00015763,2026-05-26 18:25:38.4,20260526,2026-05-26 18:27:49.675,20260526,PROCESSED,14716.00,9159.00,f,10000.00,2026-05-26,20260526,2026-06-25 18:27:48.385,20260625,10750.00
2605260017088,MFS00015856,2026-05-26 18:10:34.185,20260526,2026-05-26 18:12:24.875,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:12:23.844,20260625,19888.00
2605260017100,MFS00009435,2026-05-26 18:18:57.249,20260526,2026-05-26 18:29:33.231,20260526,PROCESSED,2500.00,2243.00,f,2450.00,2026-05-26,20260526,2026-06-25 18:29:32.398,20260625,2634.00
2605260017089,MFS00015674,2026-05-26 18:11:36.273,20260526,2026-05-26 18:21:20.82,20260526,PROCESSED,11635.00,10533.00,f,11500.00,2026-05-26,20260526,2026-06-25 18:21:19.825,20260625,12363.00
2605260017095,MFS00009976,2026-05-26 18:15:42.214,20260526,2026-05-26 18:19:12.76,20260526,PROCESSED,3057.00,2800.00,f,3057.00,2026-05-26,20260526,2026-06-25 18:19:11.77,20260625,3287.00
2605260017098,MFS00015998,2026-05-26 18:18:42.914,20260526,2026-05-26 18:21:24.479,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:21:23.414,20260625,19888.00
2605260017099,MFS00014769,2026-05-26 18:18:47.236,20260526,2026-05-26 18:21:43.463,20260526,PROCESSED,7231.00,5037.00,f,5500.00,2026-05-26,20260526,2026-06-25 18:21:42.565,20260625,5913.00
2605260017102,MFS00015931,2026-05-26 18:22:30.676,20260526,2026-05-26 18:25:21.895,20260526,PROCESSED,5747.00,5263.00,f,5747.00,2026-05-26,20260526,2026-06-25 18:25:20.876,20260625,6179.00
2605260017105,MFS00012221,2026-05-26 18:23:38.933,20260526,2026-05-26 18:28:15.892,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:28:15.039,20260625,19888.00
2605260017101,MFS00002514,2026-05-26 18:20:49.043,20260526,2026-05-26 18:23:05.523,20260526,PROCESSED,7292.00,6678.00,f,7292.00,2026-05-26,20260526,2026-06-25 18:23:04.54,20260625,7839.00
2605260017109,MFS00014632,2026-05-26 18:26:23.172,20260526,2026-05-26 18:29:37.54,20260526,PROCESSED,20000.00,9159.00,f,10000.00,2026-05-26,20260526,2026-06-25 18:29:36.446,20260625,10750.00
2605260017108,MFS00015424,2026-05-26 18:25:54.772,20260526,2026-05-26 18:28:25.154,20260526,PROCESSED,18500.00,10991.00,f,12000.00,2026-05-26,20260526,2026-06-25 18:28:24.41,20260625,12900.00
2605260017103,MFS00011113,2026-05-26 18:22:37.239,20260526,2026-05-26 18:26:25.604,20260526,PROCESSED,5735.00,5252.00,f,5735.00,2026-05-26,20260526,2026-06-25 18:26:24.471,20260625,6166.00
2605260017104,MFS00015959,2026-05-26 18:23:19.574,20260526,2026-05-26 18:25:55.079,20260526,PROCESSED,12381.00,9159.00,f,10000.00,2026-05-26,20260526,2026-06-25 18:25:53.982,20260625,10750.00
2605260017110,MFS00015848,2026-05-26 18:26:36.874,20260526,2026-05-26 18:31:03.081,20260526,PROCESSED,15835.00,14504.00,f,15835.00,2026-05-26,20260526,2026-06-25 18:31:02.313,20260625,17023.00
2605260017113,MFS00015477,2026-05-26 18:30:46.453,20260526,2026-05-26 18:32:22.189,20260526,PROCESSED,18500.00,11449.00,f,12500.00,2026-05-26,20260526,2026-06-25 18:32:21.136,20260625,13438.00
2605260017114,MFS00011957,2026-05-26 18:31:17.915,20260526,2026-05-26 18:34:26.7,20260526,PROCESSED,6288.00,5758.00,f,6288.00,2026-05-26,20260526,2026-06-25 18:34:25.495,20260625,6760.00
2605260017115,MFS00015364,2026-05-26 18:31:56.485,20260526,2026-05-26 18:35:35.275,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:35:34.072,20260625,19888.00
2605260017111,MFS00011634,2026-05-26 18:27:10.751,20260526,2026-05-26 18:40:01.392,20260526,PROCESSED,5721.00,5220.00,f,5700.00,2026-05-26,20260526,2026-06-25 18:40:00.313,20260625,6128.00
2605260017112,MFS00001971,2026-05-26 18:29:44.379,20260526,2026-05-26 19:14:57.98,20260526,PROCESSED,14022.00,12823.00,f,14000.00,2026-05-26,20260526,2026-06-25 19:14:56.926,20260625,15050.00
2605260017097,MFS00015679,2026-05-26 18:17:28.462,20260526,2026-05-28 11:29:46.402,20260528,PROCESSED,18500.00,10991.00,f,12000.00,2026-05-26,20260526,2026-06-25 11:29:45.464,20260625,12900.00
2605260017116,MFS00015266,2026-05-26 18:33:02.648,20260526,2026-05-28 17:16:47.307,20260528,PROCESSED,4881.00,4470.00,f,4881.00,2026-05-26,20260526,2026-06-25 17:16:46.475,20260625,5248.00
2606030018240,MFS00012582,2026-06-03 15:53:57.059,20260603,2026-06-03 15:56:08.389,20260603,PROCESSED,6238.00,2747.00,f,3000.00,2026-06-03,20260603,2026-06-25 15:56:06.7,20260625,3225.00
2607300023776,MFS00008701,2026-07-30 14:24:52.365,20260730,2026-07-30 14:27:39.545,20260730,PROCESSED,60000.00,36639.00,f,40000.00,2026-07-30,20260730,2026-09-25 14:27:39.293,20260925,46000.00
2607270023018,MFS00016586,2026-07-27 12:27:50.995,20260727,2026-07-27 12:27:51.129,20260727,PENDING_APPLICATION_FOUND,NaN,NaN,f,26000.00,2026-07-27,20260727,,,NaN
2606260020500,MFS00013587,2026-06-26 20:33:36.434,20260626,2026-06-26 20:44:48.752,20260626,PROCESSED,8139.00,2484.00,f,2713.00,2026-06-26,20260626,2026-07-25 20:44:48.007,20260725,2917.00
2606260020499,MFS00017065,2026-06-26 20:33:35.275,20260626,2026-06-29 17:13:37.762,20260629,EXPIRED,55500.00,11907.00,f,13000.00,2026-06-26,20260626,,,NaN
2607100021845,MFS00001049,2026-07-10 14:47:54.727,20260710,2026-07-10 14:50:19.818,20260710,PROCESSED,9700.00,5495.00,f,6000.00,2026-07-10,20260710,2026-08-25 14:50:18.984,20260825,6900.00
2607270023019,,2026-07-27 12:28:24.991,20260727,2026-07-27 12:28:38.378,20260727,PROCESSED,48700.00,31143.00,f,34000.00,2026-07-27,20260727,2026-09-25 12:28:37.865,20260925,39100.00
2607270023020,MFS00016955,2026-07-27 12:28:27.981,20260727,2026-07-27 12:30:38.355,20260727,PROCESSED,9300.00,5770.00,f,6300.00,2026-07-27,20260727,2026-09-25 12:30:37.599,20260925,7246.00
2607270023017,MFS00003790,2026-07-27 12:27:25.15,20260727,2026-07-27 13:09:36.111,20260727,PROCESSED,52600.00,18319.00,f,20000.00,2026-07-27,20260727,2026-08-25 13:09:35.148,20260825,21500.00
2605260017125,MFS00015343,2026-05-26 18:39:36.178,20260526,2026-05-26 18:43:42.805,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:43:41.7,20260625,19888.00
2605260017117,MFS00015411,2026-05-26 18:33:40.671,20260526,2026-05-26 18:38:46.677,20260526,PROCESSED,18500.00,10075.00,f,11000.00,2026-05-26,20260526,2026-06-25 18:38:45.62,20260625,11825.00
2605260017122,MFS00015588,2026-05-26 18:37:26.686,20260526,2026-05-26 18:39:22.718,20260526,PROCESSED,18500.00,15571.00,f,17000.00,2026-05-26,20260526,2026-06-25 18:39:21.665,20260625,18275.00
2605260017126,MFS00015516,2026-05-26 18:41:40.692,20260526,2026-05-26 18:43:44.648,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:43:43.591,20260625,19888.00
2605260017138,MFS00014973,2026-05-26 18:58:05.516,20260526,2026-05-26 19:00:40.807,20260526,PROCESSED,1153.00,1055.00,f,1153.00,2026-05-26,20260526,2026-06-25 19:00:39.873,20260625,1240.00
2605260017120,MFS00015375,2026-05-26 18:36:08.206,20260526,2026-05-26 18:37:42.343,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:37:41.441,20260625,19888.00
2605260017133,MFS00015578,2026-05-26 18:49:02.576,20260526,2026-05-26 18:51:31.806,20260526,PROCESSED,18500.00,7327.00,f,8000.00,2026-05-26,20260526,2026-06-25 18:51:30.573,20260625,8600.00
2605260017119,MFS00015420,2026-05-26 18:35:22.289,20260526,2026-05-26 18:39:37.157,20260526,PROCESSED,18500.00,16487.00,f,18000.00,2026-05-26,20260526,2026-06-25 18:39:35.639,20260625,19350.00
2605260017123,MFS00015577,2026-05-26 18:37:56.638,20260526,2026-05-26 18:40:29.546,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:40:28.618,20260625,19888.00
2605260017118,MFS00015794,2026-05-26 18:35:16.297,20260526,2026-05-26 18:41:31.327,20260526,PROCESSED,17123.00,15684.00,f,17123.00,2026-05-26,20260526,2026-06-25 18:41:30.177,20260625,18408.00
2605260017128,MFS00015428,2026-05-26 18:43:00.191,20260526,2026-05-26 18:44:43.648,20260526,PROCESSED,18500.00,16487.00,f,18000.00,2026-05-26,20260526,2026-06-25 18:44:42.795,20260625,19350.00
2605260017130,MFS00015681,2026-05-26 18:46:04.104,20260526,2026-05-26 18:48:12.737,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:48:12.013,20260625,19888.00
2605260017121,MFS00013916,2026-05-26 18:37:16.989,20260526,2026-05-26 18:45:26.702,20260526,PROCESSED,2264.00,2073.00,f,2264.00,2026-05-26,20260526,2026-06-25 18:45:25.696,20260625,2434.00
2605260017131,MFS00015435,2026-05-26 18:47:10.622,20260526,2026-05-26 18:48:46.715,20260526,PROCESSED,18500.00,16945.00,f,18500.00,2026-05-26,20260526,2026-06-25 18:48:45.73,20260625,19888.00
2605260017132,MFS00015603,2026-05-26 18:47:46.021,20260526,2026-05-26 18:52:32.521,20260526,PROCESSED,18500.00,13739.00,f,15000.00,2026-05-26,20260526,2026-06-25 18:52:31.569,20260625,16125.00
2605260017127,MFS00003423,2026-05-26 18:41:52.608,20260526,2026-05-26 18:47:19.856,20260526,PROCESSED,7181.00,6502.00,f,7100.00,2026-05-26,20260526,2026-06-25 18:47:18.865,20260625,7633.00
2605260017134,MFS00012640,2026-05-26 18:52:10.29,20260526,2026-05-26 18:55:06.713,20260526,PROCESSED,3233.00,2747.00,f,3000.00,2026-05-26,20260526,2026-06-25 18:55:05.875,20260625,3225.00
2605260017136,MFS00004066,2026-05-26 18:56:34.876,20260526,2026-05-26 19:00:56.254,20260526,PROCESSED,19394.00,5495.00,f,6000.00,2026-05-26,20260526,2026-06-25 19:00:55.046,20260625,6450.00
